num,humanized,machine
8473,February 5 1981,1981-02-05
8474,January 1 2018,2018-01-01
8475,Friday June 22 1979,1979-06-22
8476,16 August 2017,2017-08-16
8477,3 Oct 1988,1988-10-03
8478,Sunday November 7 1976,1976-11-07
8479,March 20 2022,2022-03-20
8480,September 5 2013,2013-09-05
8481,28 October 2011,2011-10-28
8482,19.05.75,1975-05-19
8483,Saturday May 28 2011,2011-05-28
8484,Tuesday August 7 1984,1984-08-07
8485,16 Mar 1988,1988-03-16
8486,Monday July 26 1993,1993-07-26
8487,27 Mar 2013,2013-03-27
8488,3 10 82,1982-10-03
8489,Thursday August 30 2018,2018-08-30
8490,10/1/92,1992-10-01
8491,09 Dec 1980,1980-12-09
8492,Wednesday July 24 1991,1991-07-24
8493,Monday June 2 1980,1980-06-02
8494,Sunday May 10 1992,1992-05-10
8495,10 Feb 1998,1998-02-10
8496,November 27 2016,2016-11-27
8497,27.04.21,2021-04-27
8498,Mar 2 1972,1972-03-02
8499,Tuesday April 21 2015,2015-04-21
8500,12.11.96,1996-11-12
8501,23 03 13,2013-03-23
8502,January 31 1996,1996-01-31
8503,April 17 1997,1997-04-17
8504,Monday February 20 2006,2006-02-20
8505,Sunday December 14 1997,1997-12-14
8506,18 04 09,2009-04-18
8507,Sunday April 3 1988,1988-04-03
8508,23 October 2004,2004-10-23
8509,Sunday June 27 1971,1971-06-27
8510,2/3/80,1980-02-03
8511,Saturday March 15 2008,2008-03-15
8512,Saturday May 25 1996,1996-05-25
8513,Thursday April 24 1997,1997-04-24
8514,15 Aug 2020,2020-08-15
8515,January 10 2003,2003-01-10
8516,22.04.94,1994-04-22
8517,October 14 1998,1998-10-14
8518,Monday May 29 1978,1978-05-29
8519,15.06.08,2008-06-15
8520,26 Nov 2005,2005-11-26
8521,Thursday July 29 2010,2010-07-29
8522,October 7 2012,2012-10-07
8523,Wednesday November 15 1995,1995-11-15
8524,29 Jan 1988,1988-01-29
8525,23 Jul 1999,1999-07-23
8526,Thursday December 31 1998,1998-12-31
8527,Friday June 9 2017,2017-06-09
8528,Monday October 5 2009,2009-10-05
8529,09.07.73,1973-07-09
8530,Wednesday August 19 1981,1981-08-19
8531,1/27/18,2018-01-27
8532,Monday May 31 2021,2021-05-31
8533,Friday September 2 1994,1994-09-02
8534,Wednesday February 22 2006,2006-02-22
8535,03 Apr 1973,1973-04-03
8536,Friday April 20 2012,2012-04-20
8537,Friday November 19 2010,2010-11-19
8538,Sunday January 10 2021,2021-01-10
8539,28 Jan 2013,2013-01-28
8540,24 January 1972,1972-01-24
8541,Friday January 13 1995,1995-01-13
8542,Wednesday December 8 2010,2010-12-08
8543,12 Jan 1971,1971-01-12
8544,26 Sep 1986,1986-09-26
8545,June 3 1987,1987-06-03
8546,14 04 10,2010-04-14
8547,September 5 1986,1986-09-05
8548,Monday July 15 2019,2019-07-15
8549,9 May 1979,1979-05-09
8550,Sunday October 17 1976,1976-10-17
8551,Friday May 12 1978,1978-05-12
8552,Sunday May 16 1993,1993-05-16
8553,Friday December 29 1972,1972-12-29
8554,6 Mar 1977,1977-03-06
8555,31 May 2002,2002-05-31
8556,Saturday September 7 1991,1991-09-07
8557,Wednesday November 1 2006,2006-11-01
8558,August 25 1999,1999-08-25
8559,Sunday September 23 1984,1984-09-23
8560,Sunday January 3 2021,2021-01-03
8561,07 Feb 1996,1996-02-07
8562,Friday May 3 1991,1991-05-03
8563,Sunday April 1 2012,2012-04-01
8564,October 21 1980,1980-10-21
8565,11 Aug 1987,1987-08-11
8566,22 Apr 2018,2018-04-22
8567,Friday March 19 2004,2004-03-19
8568,2 Jul 1992,1992-07-02
8569,07.03.07,2007-03-07
8570,8 Dec 1981,1981-12-08
8571,Wednesday December 26 1984,1984-12-26
8572,Wednesday May 2 1973,1973-05-02
8573,Apr 8 2005,2005-04-08
8574,Wednesday July 29 2009,2009-07-29
8575,Tuesday February 10 1981,1981-02-10
8576,3/3/87,1987-03-03
8577,31 12 92,1991-12-31
8578,Saturday March 11 1995,1995-03-11
8579,28 Dec 2011,2011-12-28
8580,Wednesday July 6 2011,2011-07-06
8581,7 June 2002,2002-06-07
8582,Wednesday March 7 1990,1990-03-07
8583,08.11.95,1995-11-08
8584,Friday July 30 1982,1982-07-30
8585,23 07 72,1972-07-23
8586,Tuesday November 20 1984,1984-11-20
8587,1 May 1980,1980-05-01
8588,Thursday December 7 2006,2006-12-07
8589,15.03.21,2021-03-15
8590,Sunday May 28 1972,1972-05-28
8591,March 24 2004,2004-03-24
8592,15 October 1978,1978-10-15
8593,Saturday August 4 2018,2018-08-04
8594,1 Nov 2019,2019-11-01
8595,3 October 1974,1974-10-03
8596,19 Oct 2000,2000-10-19
8597,13 04 96,1996-04-13
8598,19 01 01,2001-01-19
8599,7 Jun 1980,1980-06-07
8600,11 04 00,2000-04-11
8601,March 22 2012,2012-03-22
8602,12 Apr 1988,1988-04-12
8603,Thursday June 12 2008,2008-06-12
8604,Thursday April 20 2017,2017-04-20
8605,Tuesday November 18 1975,1975-11-18
8606,Monday February 3 1992,1992-02-03
8607,Friday July 23 1982,1982-07-23
8608,August 30 2019,2019-08-30
8609,20 12 08,2008-12-20
8610,Aug 21 2020,2020-08-21
8611,29 Apr 1986,1986-04-29
8612,13 08 76,1976-08-13
8613,6 May 2013,2013-05-06
8614,Monday April 1 2019,2019-04-01
8615,07.04.14,2014-04-07
8616,Friday August 11 1978,1978-08-11
8617,06.12.86,1986-12-06
8618,31 05 90,1990-05-31
8619,25 Nov 1986,1986-11-25
8620,01 Nov 1970,1970-11-01
8621,16 Dec 2000,2000-12-16
8622,Friday July 6 1990,1990-07-06
8623,30.05.94,1994-05-30
8624,Nov 1 1982,1982-11-01
8625,June 11 2010,2010-06-11
8626,Wednesday May 21 2008,2008-05-21
8627,Wednesday February 26 1975,1975-02-26
8628,13 April 1994,1994-04-13
8629,January 29 1980,1980-01-29
8630,23 March 1983,1983-03-23
8631,Friday October 3 2003,2003-10-03
8632,March 19 1981,1981-03-19
8633,Wednesday December 11 1985,1985-12-11
8634,August 9 1976,1976-08-09
8635,Monday October 13 1997,1997-10-13
8636,Monday August 19 1991,1991-08-19
8637,17.10.70,1970-10-17
8638,28 Oct 1983,1983-10-28
8639,07 Sep 2010,2010-09-07
8640,October 28 1989,1989-10-28
8641,04.06.86,1986-06-04
8642,Nov 20 1977,1977-11-20
8643,2 Jun 1985,1985-06-02
8644,12 04 71,1971-04-12
8645,Tuesday September 7 2021,2021-09-07
8646,21.08.73,1973-08-21
8647,Wednesday March 20 1974,1974-03-20
8648,Saturday June 15 1985,1985-06-15
8649,19 September 1989,1989-09-19
8650,Wednesday March 7 1984,1984-03-07
8651,February 15 2012,2012-02-15
8652,Sunday December 26 2021,2021-12-26
8653,Tuesday August 13 1974,1974-08-13
8654,Sunday August 29 2021,2021-08-29
8655,Monday October 9 2006,2006-10-09
8656,4 October 2015,2015-10-04
8657,January 12 2006,2006-01-12
8658,23 Jul 2017,2017-07-23
8659,26 September 1994,1994-09-26
8660,Tuesday September 12 1995,1995-09-12
8661,18 Jan 1972,1972-01-18
8662,23 May 2018,2018-05-23
8663,5 August 2003,2003-08-05
8664,3 November 1971,1971-11-03
8665,27 04 80,1980-04-27
8666,Sunday December 8 2013,2013-12-08
8667,Monday April 12 2010,2010-04-12
8668,October 16 2006,2006-10-16
8669,13 Nov 1987,1987-11-13
8670,27 November 1997,1997-11-27
8671,28 Jan 2008,2008-01-28
8672,Monday September 23 1991,1991-09-23
8673,Wednesday July 2 1986,1986-07-02
8674,Saturday July 29 1972,1972-07-29
8675,4 02 96,1996-02-04
8676,Saturday September 14 2013,2013-09-14
8677,Wednesday May 27 2020,2020-05-27
8678,Tuesday August 21 2012,2012-08-21
8679,Tuesday July 31 2007,2007-07-31
8680,September 5 2016,2016-09-05
8681,24.04.94,1994-04-24
8682,5 December 1978,1978-12-05
8683,6 December 1980,1980-12-06
8684,April 13 1985,1985-04-13
8685,Sunday November 20 2011,2011-11-20
8686,9 Jan 2008,2008-01-09
8687,31 Mar 1975,1975-03-31
8688,Sunday February 1 1998,1998-02-01
8689,Saturday February 4 1995,1995-02-04
8690,Saturday April 30 2022,2022-04-30
8691,30 May 2016,2016-05-30
8692,7 12 94,1994-12-07
8693,12 October 2002,2002-10-12
8694,16 12 80,1980-12-16
8695,Sunday July 18 1976,1976-07-18
8696,Wednesday December 16 2015,2015-12-16
8697,01 Nov 2008,2008-11-01
8698,5 Oct 1991,1991-10-05
8699,18 Nov 1981,1981-11-18
8700,5 Jun 2001,2001-06-05
8701,Saturday December 21 1974,1974-12-21
8702,11 February 2012,2012-02-11
8703,17 October 2002,2002-10-17
8704,29 December 2015,2015-12-29
8705,Thursday June 9 1994,1994-06-09
8706,Thursday March 18 2021,2021-03-18
8707,Saturday November 20 1971,1971-11-20
8708,Monday November 7 1977,1977-11-07
8709,Thursday June 21 1984,1984-06-21
8710,Monday January 24 2022,2022-01-24
8711,Sep 7 1982,1982-09-07
8712,23.04.95,1995-04-23
8713,27 Apr 2020,2020-04-27
8714,December 26 2014,2014-12-26
8715,Saturday June 23 1979,1979-06-23
8716,29 Jun 2018,2018-06-29
8717,Sunday November 21 2010,2010-11-21
8718,1 August 1993,1993-08-01
8719,Wednesday May 13 1970,1970-05-13
8720,Saturday August 20 2016,2016-08-20
8721,February 5 1995,1995-02-05
8722,Saturday April 30 2005,2005-04-30
8723,Thursday June 17 1982,1982-06-17
8724,Saturday April 15 2017,2017-04-15
8725,Saturday November 19 2005,2005-11-19
8726,Monday September 2 2019,2019-09-02
8727,February 8 1996,1996-02-08
8728,28 April 2007,2007-04-28
8729,Monday November 28 1977,1977-11-28
8730,8 March 1975,1975-03-08
8731,August 7 2012,2012-08-07
8732,26 December 1989,1989-12-26
8733,Monday May 2 2022,2022-05-02
8734,Friday June 2 1972,1972-06-02
8735,14.05.22,2022-05-14
8736,14 May 2005,2005-05-14
8737,Friday July 6 1979,1979-07-06
8738,Friday September 23 2005,2005-09-23
8739,Saturday July 11 2020,2020-07-11
8740,Wednesday January 29 2014,2014-01-29
8741,Saturday May 25 2002,2002-05-25
8742,Sunday July 15 2007,2007-07-15
8743,Tuesday October 11 1977,1977-10-11
8744,November 6 2016,2016-11-06
8745,15 March 1991,1991-03-15
8746,Wednesday August 12 1987,1987-08-12
8747,Thursday October 25 1990,1990-10-25
8748,07.01.90,1990-01-07
8749,Friday May 21 1999,1999-05-21
8750,Thursday August 7 2014,2014-08-07
8751,Thursday June 12 1986,1986-06-12
8752,20 07 09,2009-07-20
8753,Saturday June 10 2017,2017-06-10
8754,07 Dec 1998,1998-12-07
8755,Friday November 27 1970,1970-11-27
8756,December 6 2002,2002-12-06
8757,Oct 3 1997,1997-10-03
8758,Friday August 1 2003,2003-08-01
8759,August 6 2015,2015-08-06
8760,1/5/10,2010-01-05
8761,Thursday June 3 2004,2004-06-03
8762,22.06.91,1991-06-22
8763,Friday October 30 1998,1998-10-30
8764,Tuesday November 25 2003,2003-11-25
8765,Sunday June 13 1976,1976-06-13
8766,25 February 2015,2015-02-25
8767,December 20 2000,2000-12-20
8768,1 November 1984,1984-11-01
8769,April 5 2013,2013-04-05
8770,October 20 1998,1998-10-20
8771,18.06.01,2001-06-18
8772,Sunday December 26 2004,2004-12-26
8773,22 Feb 2017,2017-02-22
8774,Friday May 23 1980,1980-05-23
8775,Wednesday June 24 1998,1998-06-24
8776,Monday February 12 1973,1973-02-12
8777,Friday January 4 2019,2019-01-04
8778,22.04.02,2002-04-22
8779,28 06 21,2021-06-28
8780,Sunday April 19 1981,1981-04-19
8781,January 11 1996,1996-01-11
8782,Thursday March 23 1978,1978-03-23
8783,5/3/71,1971-05-03
8784,April 30 1988,1988-04-30
8785,11/19/96,1996-11-19
8786,January 27 1999,1999-01-27
8787,Sunday May 31 1992,1992-05-31
8788,Monday June 17 1996,1996-06-17
8789,Sunday April 25 1982,1982-04-25
8790,16.08.77,1977-08-16
8791,Wednesday January 23 2019,2019-01-23
8792,Friday January 19 2018,2018-01-19
8793,01 Aug 1988,1988-08-01
8794,21 Mar 1995,1995-03-21
8795,11 November 1995,1995-11-11
8796,April 26 2006,2006-04-26
8797,March 27 1973,1973-03-27
8798,Saturday May 24 1975,1975-05-24
8799,Monday December 20 1993,1993-12-20
8800,Saturday July 4 1992,1992-07-04
8801,December 11 1977,1977-12-11
8802,January 31 1989,1989-01-31
8803,29 04 90,1990-04-29
8804,Thursday October 4 2007,2007-10-04
8805,20 Sep 1984,1984-09-20
8806,Tuesday April 16 1985,1985-04-16
8807,26 Jul 2017,2017-07-26
8808,Tuesday July 21 1987,1987-07-21
8809,1 Mar 1978,1978-03-01
8810,Sunday October 18 1998,1998-10-18
8811,Tuesday May 20 1997,1997-05-20
8812,Sunday November 27 1977,1977-11-27
8813,March 4 1995,1995-03-04
8814,Saturday August 22 1998,1998-08-22
8815,03 Oct 2014,2014-10-03
8816,Monday May 30 2016,2016-05-30
8817,21 Jan 1991,1991-01-21
8818,3 February 1995,1995-02-03
8819,Saturday December 25 2010,2010-12-25
8820,Thursday June 17 2010,2010-06-17
8821,Thursday May 7 1998,1998-05-07
8822,Tuesday August 29 2006,2006-08-29
8823,September 27 1975,1975-09-27
8824,24 December 1988,1988-12-24
8825,Feb 8 2001,2001-02-08
8826,07.06.74,1974-06-07
8827,22 July 2003,2003-07-22
8828,Wednesday August 7 1985,1985-08-07
8829,28 July 1975,1975-07-28
8830,4/26/92,1992-04-26
8831,Thursday May 29 1975,1975-05-29
8832,May 8 2015,2015-05-08
8833,November 16 1997,1997-11-16
8834,Thursday July 23 1998,1998-07-23
8835,21.08.79,1979-08-21
8836,Wednesday February 23 2011,2011-02-23
8837,Thursday November 6 2014,2014-11-06
8838,Sunday January 15 2006,2006-01-15
8839,Thursday May 30 1985,1985-05-30
8840,5 01 74,1974-01-05
8841,18 July 2019,2019-07-18
8842,Tuesday June 10 2014,2014-06-10
8843,Thursday July 17 2008,2008-07-17
8844,13 December 2006,2006-12-13
8845,Tuesday February 17 2004,2004-02-17
8846,12 November 1991,1991-11-12
8847,14 October 1972,1972-10-14
8848,Sunday May 18 2008,2008-05-18
8849,Sunday April 19 1992,1992-04-19
8850,15 05 95,1995-05-15
8851,21 Apr 2006,2006-04-21
8852,Friday June 9 1978,1978-06-09
8853,Thursday August 26 2021,2021-08-26
8854,July 6 2018,2018-07-06
8855,1/10/00,2000-01-10
8856,5 November 1997,1997-11-05
8857,Tuesday February 1 2005,2005-02-01
8858,Saturday April 3 2021,2021-04-03
8859,Monday March 15 2021,2021-03-15
8860,Monday June 6 2022,2022-06-06
8861,May 17 2013,2013-05-17
8862,15 05 99,1999-05-15
8863,14 03 82,1982-03-14
8864,March 16 2018,2018-03-16
8865,17 August 1974,1974-08-17
8866,September 8 1974,1974-09-08
8867,Jul 14 2017,2017-07-14
8868,31 January 2004,2004-01-31
8869,Jan 29 1977,1977-01-29
8870,10/18/04,2004-10-18
8871,Saturday February 19 2022,2022-02-19
8872,30 10 04,2004-10-30
8873,Tuesday May 19 1992,1992-05-19
8874,24 May 1997,1997-05-24
8875,Wednesday June 7 1978,1978-06-07
8876,Tuesday December 27 1988,1988-12-27
8877,11/1/87,1987-11-01
8878,Thursday December 22 2005,2005-12-22
8879,1 December 2014,2014-12-01
8880,8/30/75,1975-08-30
8881,Wednesday January 21 1976,1976-01-21
8882,23 Mar 2004,2004-03-23
8883,30 Jun 1970,1970-06-30
8884,Friday June 13 1986,1986-06-13
8885,23 May 1983,1983-05-23
8886,9 Dec 1986,1986-12-09
8887,20 May 1972,1972-05-20
8888,29 July 1981,1981-07-29
8889,Saturday October 2 1982,1982-10-02
8890,9 Jul 2006,2006-07-09
8891,Tuesday June 15 2010,2010-06-15
8892,Nov 4 2004,2004-11-04
8893,Monday May 6 1974,1974-05-06
8894,Sunday July 5 1998,1998-07-05
8895,Sunday February 10 2013,2013-02-10
8896,14 April 2012,2012-04-14
8897,Sunday November 2 1980,1980-11-02
8898,Wednesday February 18 1987,1987-02-18
8899,Tuesday November 17 2009,2009-11-17
8900,Thursday March 18 2010,2010-03-18
8901,3/23/97,1997-03-23
8902,18 May 2020,2020-05-18
8903,17 Dec 1971,1971-12-17
8904,6 04 03,2003-04-06
8905,Tuesday April 25 2017,2017-04-25
8906,Friday February 3 1984,1984-02-03
8907,01.06.90,1990-06-01
8908,1 November 2003,2003-11-01
8909,10 October 2021,2021-10-10
8910,July 16 1977,1977-07-16
8911,18.04.91,1991-04-18
8912,Wednesday October 20 1993,1993-10-20
8913,1/15/81,1981-01-15
8914,30.05.82,1982-05-30
8915,Nov 10 1972,1972-11-10
8916,Saturday October 29 2016,2016-10-29
8917,02 Jul 1996,1996-07-02
8918,2/2/88,1988-02-02
8919,Saturday February 5 2005,2005-02-05
8920,Apr 30 1994,1994-04-30
8921,22 Sep 2007,2007-09-22
8922,Sunday July 25 1982,1982-07-25
8923,30.12.87,1986-12-30
8924,31 Oct 1971,1971-10-31
8925,3/7/86,1986-03-07
8926,23.05.76,1976-05-23
8927,Saturday July 25 1970,1970-07-25
8928,29 May 2009,2009-05-29
8929,08 Nov 2013,2013-11-08
8930,9 Jul 2020,2020-07-09
8931,Sunday September 9 2007,2007-09-09
8932,Thursday April 23 2009,2009-04-23
8933,14 August 2017,2017-08-14
8934,20 Oct 1983,1983-10-20
8935,Friday May 1 1998,1998-05-01
8936,23 Oct 1970,1970-10-23
8937,Monday September 17 2007,2007-09-17
8938,09 Apr 1992,1992-04-09
8939,Thursday April 22 2010,2010-04-22
8940,27 February 1975,1975-02-27
8941,07.05.15,2015-05-07
8942,Monday January 19 1998,1998-01-19
8943,21 July 1980,1980-07-21
8944,11 October 1974,1974-10-11
8945,Monday February 23 2009,2009-02-23
8946,27 November 2021,2021-11-27
8947,24 Apr 2011,2011-04-24
8948,23 November 2009,2009-11-23
8949,Nov 21 1989,1989-11-21
8950,Aug 13 1984,1984-08-13
8951,Wednesday September 5 1973,1973-09-05
8952,Thursday January 22 2004,2004-01-22
8953,Wednesday December 17 1997,1997-12-17
8954,31 10 77,1977-10-31
8955,31 Mar 1984,1984-03-31
8956,July 14 1989,1989-07-14
8957,28 Oct 2000,2000-10-28
8958,Jul 19 1973,1973-07-19
8959,June 25 1979,1979-06-25
8960,Friday May 4 2001,2001-05-04
8961,Wednesday February 28 1979,1979-02-28
8962,23.07.05,2005-07-23
8963,12/7/97,1997-12-07
8964,2 April 1978,1978-04-02
8965,2 April 2010,2010-04-02
8966,Saturday December 26 1981,1981-12-26
8967,13.02.77,1977-02-13
8968,September 1 2009,2009-09-01
8969,14 Dec 2009,2009-12-14
8970,February 7 1986,1986-02-07
8971,Oct 28 1980,1980-10-28
8972,Wednesday January 2 2013,2013-01-02
8973,Thursday July 3 1975,1975-07-03
8974,28 May 1981,1981-05-28
8975,9 March 1990,1990-03-09
8976,July 11 1985,1985-07-11
8977,Thursday June 24 2010,2010-06-24
8978,Thursday March 18 2021,2021-03-18
8979,2 Jul 1996,1996-07-02
8980,Wednesday April 13 1977,1977-04-13
8981,Thursday September 21 2017,2017-09-21
8982,Monday June 2 1980,1980-06-02
8983,Sunday May 4 2003,2003-05-04
8984,Tuesday September 12 2000,2000-09-12
8985,Friday January 30 1970,1970-01-30
8986,Sunday October 6 1996,1996-10-06
8987,18 September 2010,2010-09-18
8988,Tuesday February 2 1993,1993-02-02
8989,6/12/19,2019-06-12
8990,Wednesday April 29 1987,1987-04-29
8991,Friday May 4 1973,1973-05-04
8992,May 24 2012,2012-05-24
8993,June 3 1991,1991-06-03
8994,Wednesday March 10 1993,1993-03-10
8995,8 Jul 2004,2004-07-08
8996,September 29 1981,1981-09-29
8997,03 Oct 2021,2021-10-03
8998,Tuesday July 24 2012,2012-07-24
8999,Jan 19 2010,2010-01-19
9000,8 Oct 1989,1989-10-08
9001,November 5 1999,1999-11-05
9002,29.07.05,2005-07-29
9003,Friday March 16 2012,2012-03-16
9004,Feb 16 2019,2019-02-16
9005,January 15 1985,1985-01-15
9006,Wednesday June 1 1988,1988-06-01
9007,Tuesday March 3 1992,1992-03-03
9008,July 18 1986,1986-07-18
9009,4 March 1997,1997-03-04
9010,21 Oct 2015,2015-10-21
9011,Friday April 27 2018,2018-04-27
9012,Wednesday April 11 1973,1973-04-11
9013,Monday October 22 2007,2007-10-22
9014,Jun 19 1991,1991-06-19
9015,02.11.11,2011-11-02
9016,17 Nov 2020,2020-11-17
9017,6 February 2013,2013-02-06
9018,11 Aug 2000,2000-08-11
9019,January 18 1999,1999-01-18
9020,Monday November 9 1987,1987-11-09
9021,Friday March 13 2009,2009-03-13
9022,Sunday August 29 1993,1993-08-29
9023,22 Sep 1999,1999-09-22
9024,Thursday December 11 2003,2003-12-11
9025,May 4 1999,1999-05-04
9026,1/19/09,2009-01-19
9027,Wednesday March 16 2016,2016-03-16
9028,10 January 1971,1971-01-10
9029,Tuesday October 24 2017,2017-10-24
9030,Tuesday November 5 1985,1985-11-05
9031,20 03 70,1970-03-20
9032,Sunday June 16 1996,1996-06-16
9033,Monday September 6 2021,2021-09-06
9034,Monday May 10 1982,1982-05-10
9035,Wednesday November 15 1972,1972-11-15
9036,October 12 1980,1980-10-12
9037,05 Feb 1979,1979-02-05
9038,9 10 84,1984-10-09
9039,July 10 1988,1988-07-10
9040,9 02 01,2001-02-09
9041,27 Nov 2002,2002-11-27
9042,15 08 97,1997-08-15
9043,Sunday July 16 2006,2006-07-16
9044,Friday October 18 1996,1996-10-18
9045,Wednesday June 18 2014,2014-06-18
9046,July 13 1994,1994-07-13
9047,Tuesday December 19 1989,1989-12-19
9048,16 August 2000,2000-08-16
9049,Monday July 4 1977,1977-07-04
9050,7/21/16,2016-07-21
9051,June 12 2020,2020-06-12
9052,May 30 1990,1990-05-30
9053,Thursday October 18 2012,2012-10-18
9054,11 March 2001,2001-03-11
9055,Sunday November 2 2003,2003-11-02
9056,May 15 2009,2009-05-15
9057,30 May 2019,2019-05-30
9058,11 May 1986,1986-05-11
9059,29 Jun 2000,2000-06-29
9060,8 October 1987,1987-10-08
9061,26 Jan 1981,1981-01-26
9062,Thursday June 12 1997,1997-06-12
9063,13 Oct 1988,1988-10-13
9064,Tuesday October 19 2004,2004-10-19
9065,7 September 2011,2011-09-07
9066,Tuesday October 29 2013,2013-10-29
9067,25 08 90,1990-08-25
9068,13 Apr 1986,1986-04-13
9069,Friday March 4 2011,2011-03-04
9070,Saturday September 26 1998,1998-09-26
9071,26 Apr 1976,1976-04-26
9072,Saturday August 16 1975,1975-08-16
9073,11/30/19,2019-11-30
9074,26 12 94,1994-12-26
9075,15 Feb 2004,2004-02-15
9076,Saturday April 16 2005,2005-04-16
9077,Tuesday June 25 1996,1996-06-25
9078,Saturday February 12 2000,2000-02-12
9079,Monday September 16 1996,1996-09-16
9080,31 May 2011,2011-05-31
9081,Sunday July 6 1980,1980-07-06
9082,24 Jan 1970,1970-01-24
9083,9 March 1984,1984-03-09
9084,11/27/79,1979-11-27
9085,April 17 1973,1973-04-17
9086,31 05 86,1986-05-31
9087,Sunday March 6 2011,2011-03-06
9088,19 August 1991,1991-08-19
9089,19 May 2002,2002-05-19
9090,Monday October 30 1978,1978-10-30
9091,Sep 18 2019,2019-09-18
9092,Monday December 8 1975,1975-12-08
9093,16 Oct 2005,2005-10-16
9094,Apr 12 2015,2015-04-12
9095,Wednesday October 7 1987,1987-10-07
9096,19 06 02,2002-06-19
9097,3 Apr 1974,1974-04-03
9098,25.08.20,2020-08-25
9099,12 Jul 1990,1990-07-12
9100,Friday January 28 2000,2000-01-28
9101,Friday June 4 1999,1999-06-04
9102,23 Jan 2005,2005-01-23
9103,Friday July 15 1983,1983-07-15
9104,22 Jul 1988,1988-07-22
9105,3 08 20,2020-08-03
9106,Thursday January 17 2002,2002-01-17
9107,Wednesday June 26 1991,1991-06-26
9108,11 Mar 2013,2013-03-11
9109,Feb 17 2007,2007-02-17
9110,10 Jun 2011,2011-06-10
9111,18 August 1998,1998-08-18
9112,04.12.99,1999-12-04
9113,29 Jul 2005,2005-07-29
9114,8/8/84,1984-08-08
9115,Tuesday December 30 1980,1980-12-30
9116,November 16 1981,1981-11-16
9117,7 08 99,1999-08-07
9118,March 8 1987,1987-03-08
9119,11 Mar 1983,1983-03-11
9120,Wednesday June 20 1990,1990-06-20
9121,5 August 1986,1986-08-05
9122,October 31 2014,2014-10-31
9123,Wednesday September 28 2005,2005-09-28
9124,May 16 1997,1997-05-16
9125,Monday September 3 2001,2001-09-03
9126,Wednesday July 25 2001,2001-07-25
9127,Monday October 24 1988,1988-10-24
9128,May 13 2022,2022-05-13
9129,02.05.98,1998-05-02
9130,October 3 1976,1976-10-03
9131,Aug 16 1971,1971-08-16
9132,Tuesday February 26 1980,1980-02-26
9133,Monday February 7 1983,1983-02-07
9134,11 11 00,2000-11-11
9135,5 March 1993,1993-03-05
9136,Friday May 28 2010,2010-05-28
9137,Tuesday May 17 1983,1983-05-17
9138,7 Feb 1976,1976-02-07
9139,Sunday February 13 2022,2022-02-13
9140,Thursday December 6 2001,2001-12-06
9141,Monday May 1 2000,2000-05-01
9142,19.05.72,1972-05-19
9143,Sunday July 17 1994,1994-07-17
9144,Saturday May 11 1991,1991-05-11
9145,Saturday November 3 2001,2001-11-03
9146,Friday June 9 2000,2000-06-09
9147,21 Aug 1988,1988-08-21
9148,Thursday January 23 1992,1992-01-23
9149,Saturday August 8 2020,2020-08-08
9150,Wednesday February 10 1993,1993-02-10
9151,Saturday February 4 2017,2017-02-04
9152,Friday August 27 2004,2004-08-27
9153,8 November 2015,2015-11-08
9154,February 13 1986,1986-02-13
9155,19 Aug 1978,1978-08-19
9156,Saturday June 10 1978,1978-06-10
9157,Saturday March 31 1990,1990-03-31
9158,5/12/04,2004-05-12
9159,30 Mar 2003,2003-03-30
9160,Sunday January 4 1987,1987-01-04
9161,April 23 1997,1997-04-23
9162,02 Feb 1991,1991-02-02
9163,May 10 1979,1979-05-10
9164,June 29 1998,1998-06-29
9165,August 26 2019,2019-08-26
9166,27 April 1970,1970-04-27
9167,Friday July 9 2010,2010-07-09
9168,Sunday April 17 2016,2016-04-17
9169,Sunday May 19 2002,2002-05-19
9170,October 11 2011,2011-10-11
9171,30 Apr 1987,1987-04-30
9172,5/12/77,1977-05-12
9173,Sunday January 23 2000,2000-01-23
9174,4 September 1983,1983-09-04
9175,Wednesday November 7 1984,1984-11-07
9176,Friday June 13 2008,2008-06-13
9177,July 23 2004,2004-07-23
9178,Tuesday February 2 1982,1982-02-02
9179,Saturday January 22 1972,1972-01-22
9180,Thursday February 17 1972,1972-02-17
9181,Monday June 11 2007,2007-06-11
9182,31.10.81,1981-10-31
9183,Sunday January 4 1981,1981-01-04
9184,25.03.19,2019-03-25
9185,12 Jan 1973,1973-01-12
9186,September 10 1998,1998-09-10
9187,28 January 2010,2010-01-28
9188,Friday June 1 2007,2007-06-01
9189,March 21 1972,1972-03-21
9190,Thursday January 9 1997,1997-01-09
9191,January 19 1995,1995-01-19
9192,Friday June 14 1996,1996-06-14
9193,15 October 1988,1988-10-15
9194,16 02 11,2011-02-16
9195,2 08 83,1983-08-02
9196,September 5 2000,2000-09-05
9197,January 21 1994,1994-01-21
9198,20 Jan 2013,2013-01-20
9199,06 Feb 2003,2003-02-06
9200,25 Aug 2019,2019-08-25
9201,29 Jun 2012,2012-06-29
9202,22 August 1986,1986-08-22
9203,Friday December 3 1993,1993-12-03
9204,Sunday March 30 1986,1986-03-30
9205,Jun 16 1987,1987-06-16
9206,Jun 30 2014,2014-06-30
9207,Wednesday August 27 2008,2008-08-27
9208,November 27 2015,2015-11-27
9209,Friday July 16 2021,2021-07-16
9210,Monday March 7 1994,1994-03-07
9211,Wednesday October 18 1995,1995-10-18
